Name	County	Location	AcresBurned	Year	Month	Extinguished	Started
Grapevine Fire	Kern	Grapevine Canyon &amp; West of Hwy 395, Northwest of Ridgecrest	86	2021	3	3/20/21	3/14/21
Manzanita Fire	Madera	Manzanita Lake Drive and Road 222, North of North Fork	23	2021	1		1/19/21
Bonny Doone Complex (Previously Fanning Fire)	Santa Cruz	Fanning Grade and Harmony Hill Road, East of Ben Lomond	20	2021	1		1/19/21
Wolf Fire	Kern	Hwy 166 along the Wind Wolves Preserve	865	2021	1	1/20/21	1/19/21
72 Fire	Riverside	Ave 72 and Pierce St, south of Oasis	43	2021	1	1/20/21	1/19/21
Towsley Fire	Los Angeles	Towsley Canyon Road and I-5, South of Santa Clarita	184	2021	1	1/22/21	1/19/21
Panther Ridge Fire	Santa Cruz	Stapp Rd and Hwy 9, north of Boulder Creek	20	2021	1	1/22/21	1/19/21
Freedom Fire	Santa Cruz	Freedom Boulevard and Hames Road, East of Aptos.	37	2021	1	1/22/21	1/19/21
North Butano Fire	San Mateo	Off of Old Womans Creek Road , South of Loma Mar	15	2021	1		1/18/21
China Grade Fire	Santa Cruz	China Grade Road and Foxglove Lane, Northwest of Boulder Creek	22	2021	1		1/18/21
Erbes Fire	Ventura	Erbes Road and Westland Place	250	2021	1	1/15/21	1/14/21
Pitman Fire	San Bernardino	East of Lytle Creek Road and North of I-15 in San Bernardino County.	NA	2020	12	12/28/20	12/26/20
Sanderson Fire	Riverside	La Borde Canyon Rd and Jack Rabbit Trail	1954	2020	12	12/14/20	12/13/20
Cornell Fire	Ventura	Cornell Drive and Shell Road, East of Santa Paula	174	2020	12	12/8/20	12/7/20
Cerritos Fire	Riverside	23920 California Avenue	200	2020	12		12/3/20
Thomas Fire	Lassen	County Road 267 and Mountain Spring Drive, Northeast of Alturas	24	2020	12	12/3/20	12/3/20
Bond Fire	Orange	Silverado Canyon	6686	2020	12	12/10/20	12/2/20
Willow Fire	San Diego	near Willow Glen Drive and Hillsdale Road in Rancho San Diego	NA	2020	12	12/3/20	12/2/20
Airport Fire	Riverside	Butterfield Dr and Aviation Dr	1087	2020	12	12/12/20	12/1/20
257 Fire		Highway 299 East and County Road 257, West of Alturas	49	2020	11	11/17/20	11/17/20
San Dimas Fire	Los Angeles	San Dimas Canyon Rd and Golden Hills Rd	131	2020	11	11/7/20	11/6/20
Cypress Fire	Riverside, San Bernardino	Sierra Ave and  Riverside County Line, North of Jurupa Valley 	150	2020	11		11/1/20
Silverado Fire 	Orange	Off the 241 in the Irvine area 	12466	2020	10	11/7/20	10/26/20
Blue Ridge Fire 	Orange	North of the 91 in the Yorba Linda and Chino Hills area in Orange and San Bernardino Counties	13964	2020	10	11/7/20	10/26/20
Point Fire (Placer County)	Placer	Nevada Point Rd and Long Creek Rd, east of Foresthill	NA	2020	10	11/9/20	10/26/20
Point Fire (Shasta and Tehama County)	Shasta, Tehama	Gas Point Rd and Libby Ln, Cottonwood	275	2020	10		10/25/20
Dersch Fire	Shasta	Dersch Rd and Franciscan Way, east of Anderson	133	2020	10		10/25/20
Olinda Fire	Shasta	West Anderson Dr and Davidson Ln, southwest of Anderson	5	2020	10	10/25/20	10/25/20
Redwood Fire	Humboldt	Redwood House Road and Kneeland Road, Northwest of Bridgeville	102	2020	10		10/23/20
Pope Fire	Napa	Lower Chiles Valley Rd and Chiles Pope Valley Rd	61	2020	10	10/25/20	10/23/20
Ferry Fire	Butte	Montgomery St and Linden Ave, Oroville	6	2020	10	10/22/20	10/22/20
Cameron Fire	El Dorado	North of Durock Road and South of Highway 50 between Cameron Park Drive and Ponderosa Road in El Dorado county. 	15	2020	10	10/21/20	10/18/20
Bruder Fire	San Bernardino	Bruder Lane and Helen Drive, South of Redlands	170	2020	10	10/16/20	10/15/20
Diamond Fire	Calaveras	Highway 4 and Main Street, North of Copperopolis	21	2020	10	10/15/20	10/13/20
Irvine Fire	Contra Costa	Irvine Drive in Moraga 	30	2020	10	10/12/20	10/11/20
Fields Fire 	Yuba	Gold Field Road and Hammonton Road, Northeast of Marigold 	56	2020	10	10/7/20	10/7/20
Lambert Fire	Amador	Lambert Road and Carbondale Road, North of Carbondale	21	2020	10	10/6/20	10/4/20
Pony Fire	Sacramento	Pony Brown Rd and Ione Rd, Sloughhouse	20	2020	10	10/4/20	10/3/20
Copper Fire 	Amador	Copper Hill Rd. off Hwy 16, east of Rancho Murieta	48	2020	9	10/3/20	9/30/20
Candy Fire	Riverside	Gavilan Road and Lake Mathews Dr, Perris in Riverside County.	454	2020	9	9/30/20	9/29/20
Martindale Fire 	Los Angeles	Bouquet Canyon Road, East of Hawthorne	230	2020	9	9/30/20	9/28/20
Glass Fire	Napa, Sonoma	North Fork Crystal Springs Rd &amp; Crystal Springs Rd	67484	2020	9	10/20/20	9/27/20
Zogg Fire	Shasta, Tehama	Zogg Mine Road and Jenny Bird Lane, North of Igo	56338	2020	9	10/13/20	9/27/20
Snow Fire 	Riverside	Snow Creek Road and Cottonwood Road,  west of Palm Springs in Riverside County. 	6254	2020	9		9/17/20
Fox Fire	Siskiyou	Fox Creek, Southwest of Callahan 	2188	2020	9	9/30/20	9/16/20
San Antonio Fire 	Santa Barbara	Vandenberg Road and San Antonio Road, Vandenberg Air Force Base in Santa Barbara County. 	111	2020	9	9/18/20	9/16/20
Bullfrog Fire	Fresno	Dinkey Lakes and Nelson Lake, SE of Bullfrog Lake	1185	2020	9	11/9/20	9/12/20
Shackleford Fire	Siskiyou	Shackleford Rd, southwest of Quartz Valley Reservation	50	2020	9	9/21/20	9/11/20
Willow Fire	Yuba	Neptune Lane and Willow Glen Road, North of Smartville 	1311	2020	9	9/14/20	9/9/20
Schoolhouse Fire	Siskiyou	Schoolhouse Gap Rd And McAdams Creek Rd	45	2020	9	9/17/20	9/9/20
Sperry Fire	Stanislaus	Interstate 5 and Sperry Road, West of Patterson 	45	2020	9	9/9/20	9/8/20
Fork Fire	El Dorado	South Fork Road and Trail View, northeast of Pollock Pines in El Dorado County. 	NA	2020	9	11/9/20	9/8/20
Oak Fire	Mendocino	West of Highway 101--Big John Road &amp; Skyview Road, Brooktrails Township, Willits	1100	2020	9	9/14/20	9/7/20
El Dorado Fire	San Bernardino, Riverside	Oak Glen Rd Road and Potato Canyon Road, West of Oak Glen	22744	2020	9	11/16/20	9/5/20
Valley Fire	San Diego	Japatul Road and  Carveacre Road, Southeast of Alpine	16390	2020	9	9/24/20	9/5/20
Creek Fire	Fresno, Madera	Both sides of the San Joaquin River near Mammoth Pool, Shaver Lake, Big Creek and Huntington Lake	379895	2020	9		9/4/20
Catholic Fire	Lake	Highway 20 and Catholic Church Rd, east of Clearlake Oaks	13	2020	9	9/2/20	9/1/20
Hobo Fire 	Trinity	East Fork Rd and Barney Gulch Rd, north of Helena	NA	2020	9	9/10/20	9/1/20
Slink Fire	Mono	Slinkard Valley, west of Coleville, California	NA	2020	9		9/1/20
Hensley Fire 	Madera	Road 400 and Road 406, south of Hensley Lake in Madera County	400	2020	8	8/30/20	8/30/20
Johnson Fire 	Los Angeles	Johnson Road and Limeridge Dr, East of Elizabeth Lake in Los Angeles County	290	2020	8	8/30/20	8/28/20
R-8 Pinecone Fire 	Lassen	Highway 395 and Termo Grasshopper Road, West of Termo	567	2020	8	8/31/20	8/26/20
Perry Fire	Placer	Perry Ranch Rd and Werner Rd	9	2020	8		8/26/20
Placer Fire	San Luis Obispo	west of La Panza Station 41, east of Santa Margarita in San Luis Obispo County. 	53	2020	8		8/25/20
W-5 Cold Springs	Lassen	Cold Spring Road, West of Cold Spring Mountain 	NA	2020	8	9/16/20	8/23/20
Sheep Fire 	Plumas	Gold Run Road, Southwest of Susanville in Plumas County. 	29570	2020	8	9/9/20	8/22/20
Coyote Fire	Santa Clara	Monterey Rd and Coyote Creek Golf Dr	143	2020	8	8/26/20	8/21/20
Moc Fire	Tuolumne	Hwy 49 and Hwy 120, Moccasin	2857	2020	8	8/30/20	8/20/20
Volcano Fire	San Diego	De Luz Rd and Tenaja Truck Trail, west of Temecula City	45	2020	8	8/22/20	8/20/20
Flint Fire	Calaveras	Flint St and Rock Creek Rd	55	2020	8	8/19/20	8/19/20
Carmel Fire	Monterey	Cachagua Rd and Carmel Valley Rd, South of Carmel	6901	2020	8		8/18/20
3-19 Fire	Mendocino	Burris Lane in Potter Valley	62	2020	8	8/21/20	8/18/20
Salt Fire	Calaveras	Salt Springs Valley Reservoir	1783	2020	8		8/18/20
Creek Fire	Mendocino	Covelo, Highway 162 and Short Creek Rd	820	2020	8	8/21/20	8/18/20
Woodward Fire	Marin	Woodward Valley Trail, East of Olema	4929	2020	8	10/2/20	8/18/20
Bell Fire	Tuolumne	Emigrant Wilderness, East of Pinecrest	NA	2020	8		8/18/20
Jones Fire	Nevada	Jones Bar Rd, Yuba River Drainage, northwest of Nevada City	705	2020	8	8/28/20	8/17/20
4-8 Fire	Glenn	Highway 162 and County Road 302, west of Willows	275	2020	8	8/19/20	8/17/20
Holser Fire	Ventura	Holser Canyon Rd and Piru Canyon Rd, south of Lake Piru	3000	2020	8		8/17/20
Murphy Fire	El Dorado	Johntown Creek Road, Garden Valley	14	2020	8	8/19/20	8/17/20
LNU Lightning Complex	Napa, Solano, Lake, Sonoma, Yolo	See details below	363220	2020	8	10/2/20	8/17/20
Butte/Tehama/Glenn Lightning Complex (Tehama/Glenn Zone) 	Tehama, Glenn	Southwest of Red Bank Rd	19609	2020	8	10/9/20	8/17/20
Beach Fire 	Mono	Hwy 120 and Forest Road 1N23, south of Mono Lake	NA	2020	8	8/28/20	8/17/20
3-2 Fire	San Luis Obispo	Sunrise Ridge Rd and Santa Rita Rd, East of Cayucos	20	2020	8	8/17/20	8/16/20
Elk Fire	Glenn	west of Willows	727	2020	8	8/17/20	8/16/20
River Fire	Monterey	Pine Canyon and River Rd, east of Salinas	48088	2020	8		8/16/20
August Complex (includes Doe Fire)	Mendocino, Humboldt, Trinity, Tehama, Glenn, Lake, Colusa	Mendocino, Humboldt, Trinity, Tehama, Glenn, Lake, &amp; Colusa 	1032648	2020	8	11/11/20	8/16/20
CZU Lightning Complex (Including Warnella Fire) 	Santa Cruz, San Mateo	Various locations across San Mateo and Santa Cruz Counties	86509	2020	8	9/22/20	8/16/20
SCU Lightning Complex	Santa Clara, San Joaquin, Contra Costa, Alameda, Stanislaus	Multiple locations throughout Santa Clara County, Alameda County, Contra Costa County, San Joaquin County, Merced and Stanislaus County	396624	2020	8	10/1/20	8/16/20
Whale Fire	San Luis Obispo	Old Creek Road and Sant Rita Road, north of Cayucos in San Luis Obispo County. 	320	2020	8	8/19/20	8/15/20
Hills Fire	Fresno	Highway 33 and  Sutter Ave,  south of Coalinga in Fresno County. 	2121	2020	8		8/15/20
Clark Fire	Butte	Durham Pentz Road and Clark Road, southwest of Pentz in Butte County. 	110	2020	8	8/14/20	8/14/20
Loyalton Fire	Sierra	Mount Ina Coolbrith East of Loyalton in Sierra County. 	47029	2020	8	8/26/20	8/14/20
Meiss Fire	Sacramento	Dillard Rd and Meiss Rd, southwest of Rancho Murieta	512	2020	8	8/14/20	8/13/20
Ranch 2 Fire	Los Angeles	North San Gabriel Canyon Rd and Ranch Rd, San Gabriel Canyon	4237	2020	8	10/5/20	8/13/20
Feather Fire	Sierra	northwest of Howland Flat	NA	2020	8		8/13/20
Soda Fire	Kern	Soda Lake Rd and Hwy 33, south of Maricopa	424	2020	8	8/12/20	8/12/20
Lake Fire	Los Angeles	Lake Hughes Rd and Prospect Rd, southwest Lake Hughes 	31089	2020	8	9/28/20	8/12/20
Carrizo Fire	San Luis Obispo	Soda Lake rd and Belmont Trail	183	2020	8	8/12/20	8/12/20
R-1 Fire	Lassen	Horse Lake Mountain	285	2020	8	8/12/20	8/11/20
Mina Fire	Mendocino	Hopper Ln and Crawford Rd	177	2020	8	8/12/20	8/10/20
